State or Country,Region,Housing Category,Post ID,Repost of (Post ID),Title,URL,Date Posted,Time Posted,Price,Location,Post has Image,Post has Geotag,Bedrooms,Area
alabama,auburn,apts & housing for rent,7141223644,None,1bed/1bath shotgun-style apartment in Auburn,https://auburn.craigslist.org/apa/d/auburn-1bed-1bath-shotgun-style/7141223644.html,2020-06-13,14:42,$300,Auburn,True,None,1,None
alabama,auburn,apts & housing for rent,7141203415,None,Lakeview Dr. 1B 1B,https://auburn.craigslist.org/apa/d/auburn-lakeview-dr-1b-1b/7141203415.html,2020-06-13,14:03,$550,Auburn Al,True,None,1,None
alabama,auburn,apts & housing for rent,7141163343,None,1 bed/1 ba at the UNION in 2 bed/2ba,https://auburn.craigslist.org/apa/d/auburn-university-1-bed-1-ba-at-the/7141163343.html,2020-06-13,13:38,$805,"Auburn, AL",True,None,None,824ft2
alabama,auburn,apts & housing for rent,7138651966,None,"Private Balcony or Patio, Onsite Management, Walk-In Closets",https://auburn.craigslist.org/apa/d/valley-private-balcony-or-patio-onsite/7138651966.html,2020-06-13,13:26,$990,None,True,None,2,None
alabama,auburn,apts & housing for rent,7138632994,None,"Washer & Dryer Included , Garbage Disposal, Business Center",https://auburn.craigslist.org/apa/d/valley-washer-dryer-included-garbage/7138632994.html,2020-06-13,12:55,$1030,None,True,None,3,None
alabama,auburn,apts & housing for rent,7138543960,None,"Onsite Management, Washer & Dryer Connections, Refrigerator",https://auburn.craigslist.org/apa/d/valley-onsite-management-washer-dryer/7138543960.html,2020-06-13,11:26,$845,None,True,None,2,None
alabama,auburn,apts & housing for rent,7138544972,None,"Playground, Online Rental Payments, Refrigerator",https://auburn.craigslist.org/apa/d/valley-playground-online-rental/7138544972.html,2020-06-13,10:55,$1030,None,True,None,3,None
alabama,auburn,apts & housing for rent,7141019131,None,"Clubhouse, Vaulted Ceilings, Garbage Disposal",https://auburn.craigslist.org/apa/d/valley-clubhouse-vaulted-ceilings/7141019131.html,2020-06-13,10:54,$845,None,True,None,2,None
alabama,auburn,apts & housing for rent,7141019139,None,"Ceiling Fans, Business Center, Playground",https://auburn.craigslist.org/apa/d/valley-ceiling-fans-business-center/7141019139.html,2020-06-13,10:52,$1090,None,True,None,3,None
alabama,auburn,apts & housing for rent,7141046189,None,3br - 1538ft2 - Great 3 Bed/2 Bath house for Rent!,https://auburn.craigslist.org/apa/d/auburn-3br-ft2-great-3-bed-2-bath-house/7141046189.html,2020-06-13,10:44,$800,Auburn,True,None,None,None
alabama,auburn,apts & housing for rent,7141012541,None,"Vaulted Ceilings, 3 Swimming Pools, Refrigerator",https://auburn.craigslist.org/apa/d/valley-vaulted-ceilings-3-swimming/7141012541.html,2020-06-13,10:28,$920,None,True,None,2,None
alabama,auburn,apts & housing for rent,7128357835,None,%%%Newly remodeled master bathroom for rent,https://auburn.craigslist.org/apa/d/opelika-newly-remodeled-master-bathroom/7128357835.html,2020-06-13,09:00,$550,None,False,None,3,None
alabama,auburn,apts & housing for rent,7135703955,None,"Private Balcony or Patio, Washer & Dryer Included , High Ceilings",https://auburn.craigslist.org/apa/d/valley-private-balcony-or-patio-washer/7135703955.html,2020-06-13,08:53,$915,None,True,None,2,None
alabama,auburn,apts & housing for rent,7140937501,None,"14009 32nd Ave Ne Apt 103,Seattle",https://auburn.craigslist.org/apa/d/seattle-nd-ave-ne-apt-103seattle/7140937501.html,2020-06-13,06:57,$900,Seattle,False,None,1,750ft2
alabama,auburn,apts & housing for rent,7135299880,None,"Pool, Hot Tub with Patio Seating, Tennis Court",https://auburn.craigslist.org/apa/d/auburn-university-pool-hot-tub-with/7135299880.html,2020-06-12,18:08,$529,None,True,None,4,1523ft2
alabama,auburn,apts & housing for rent,7140685753,None,"Dishwasher, Granite Countertops, Laundry Facility",https://auburn.craigslist.org/apa/d/valley-dishwasher-granite-countertops/7140685753.html,2020-06-12,17:36,$990,None,True,None,2,None
alabama,auburn,apts & housing for rent,7136429018,None,"Laundry Facility, Gated Electronic Entrance, Clubhouse",https://auburn.craigslist.org/apa/d/valley-laundry-facility-gated/7136429018.html,2020-06-12,16:38,$915,None,True,None,2,None
alabama,auburn,apts & housing for rent,7134681825,None,Reduced Rates!!! Limited Time!!,https://auburn.craigslist.org/apa/d/auburn-university-reduced-rates-limited/7134681825.html,2020-06-12,16:32,$375,None,True,None,4,1523ft2
alabama,auburn,apts & housing for rent,7140685249,None,"3 Swimming Pools, Ceiling Fans, Dishwasher",https://auburn.craigslist.org/apa/d/valley-3-swimming-pools-ceiling-fans/7140685249.html,2020-06-12,16:28,$845,None,True,None,2,None
alabama,auburn,apts & housing for rent,7139390075,None,"Clubhouse, Walk-In Closets, 3 Swimming Pools",https://auburn.craigslist.org/apa/d/valley-clubhouse-walk-in-closets-3/7139390075.html,2020-06-12,16:07,$990,None,True,None,2,None
alabama,auburn,apts & housing for rent,7136309108,None,Low Rates. DON'T MISS OUT!!!!,https://auburn.craigslist.org/apa/d/auburn-university-low-rates-dont-miss/7136309108.html,2020-06-12,15:59,$375,None,True,None,4,1523ft2
alabama,auburn,apts & housing for rent,7140626424,None,"High Ceilings, 3 Swimming Pools, Ceiling Fans",https://auburn.craigslist.org/apa/d/valley-high-ceilings-3-swimming-pools/7140626424.html,2020-06-12,15:35,$990,None,True,None,2,None
alabama,auburn,apts & housing for rent,7140640766,None,NOW LEASING FOR FALL 2020,https://auburn.craigslist.org/apa/d/auburn-now-leasing-for-fall-2020/7140640766.html,2020-06-12,15:34,$485,Auburn,True,None,3,1260ft2
alabama,auburn,apts & housing for rent,7124793422,None,"24-Hour Fitness Center, Stainless-Steel Appliances, Onsite Dog Park",https://auburn.craigslist.org/apa/d/valley-24-hour-fitness-center-stainless/7124793422.html,2020-06-12,15:34,$990,None,True,None,2,1226ft2
alabama,auburn,apts & housing for rent,7140640904,None,NOW LEASING FOR FALL 2020,https://auburn.craigslist.org/apa/d/auburn-now-leasing-for-fall-2020/7140640904.html,2020-06-12,15:29,$590,Auburn,True,None,2,988ft2
alabama,auburn,apts & housing for rent,7139314831,None,"Private Balcony or Patio, Air Conditioning, Onsite Management",https://auburn.craigslist.org/apa/d/valley-private-balcony-or-patio-air/7139314831.html,2020-06-12,14:56,$1050,None,True,None,3,None
alabama,auburn,apts & housing for rent,7140640586,None,NOW LEASING FOR FALL 2020,https://auburn.craigslist.org/apa/d/auburn-now-leasing-for-fall-2020/7140640586.html,2020-06-12,14:54,$625,Auburn,True,None,2,988ft2
alabama,auburn,apts & housing for rent,7132635605,None,ONE BED APARTMENT AVAILABLE IN AUGUST ~ WALK TO CAMPUS + MORE ~ $620/M,https://auburn.craigslist.org/apa/d/auburn-one-bed-apartment-available-in/7132635605.html,2020-06-12,14:43,$620,Auburn,True,None,1,550ft2
alabama,auburn,apts & housing for rent,7123668687,None,NEAR CAMPUS + DOWNTOWN AUBURN ~ HARDWOODS THROUGHOUT ~ PET-FRIENDLY,https://auburn.craigslist.org/apa/d/auburn-near-campus-downtown-auburn/7123668687.html,2020-06-12,14:43,$675,Auburn,True,None,1,550ft2
alabama,auburn,apts & housing for rent,7131733896,None,~~!Conveniently located with many nice features!Must See!!!+,https://auburn.craigslist.org/apa/d/opelika-conveniently-located-with-many/7131733896.html,2020-06-12,14:40,$520,None,True,None,3,1200ft2
alabama,auburn,apts & housing for rent,7131733759,None,~~!Conveniently located with many nice features!Must See!!!+,https://auburn.craigslist.org/apa/d/opelika-conveniently-located-with-many/7131733759.html,2020-06-12,14:40,$520,None,True,None,3,1200ft2
alabama,auburn,apts & housing for rent,7131734009,None,~~!Conveniently located with many nice features!Must See!!!+,https://auburn.craigslist.org/apa/d/opelika-conveniently-located-with-many/7131734009.html,2020-06-12,14:40,$520,None,True,None,3,1200ft2
alabama,auburn,apts & housing for rent,7136913551,None,"Business Center, Washer & Dryer Connections, Garages Available",https://auburn.craigslist.org/apa/d/valley-business-center-washer-dryer/7136913551.html,2020-06-12,14:24,$845,None,True,None,2,None
alabama,auburn,apts & housing for rent,7140576954,None,"1br - 588ft2 - Studio apartment-parking , fully equipped gym,nice poo",https://auburn.craigslist.org/apa/d/auburn-1br-588ft2-studio-apartment/7140576954.html,2020-06-12,14:22,$1300,auburn >,True,None,2,None
alabama,auburn,apts & housing for rent,7135201688,None,"Disposal, Pool, Pets Allowed",https://auburn.craigslist.org/apa/d/auburn-university-disposal-pool-pets/7135201688.html,2020-06-12,13:57,$489,None,True,None,4,1523ft2
alabama,auburn,apts & housing for rent,7135157921,None,"3 Swimming Pools, Washer & Dryer Included , Private Balcony or Patio",https://auburn.craigslist.org/apa/d/valley-3-swimming-pools-washer-dryer/7135157921.html,2020-06-12,13:53,$845,None,True,None,2,None
alabama,auburn,apts & housing for rent,7138006614,None,"Recycling Center, Playground, Stainless-Steel Appliances",https://auburn.craigslist.org/apa/d/valley-recycling-center-playground/7138006614.html,2020-06-12,13:21,$834,None,True,None,2,None
alabama,auburn,apts & housing for rent,7126466078,None,"Garbage Disposal, 24-Hour Fitness Center, Air Conditioning",https://auburn.craigslist.org/apa/d/valley-garbage-disposal-24-hour-fitness/7126466078.html,2020-06-12,12:39,$845,None,True,None,2,1107ft2
alabama,auburn,apts & housing for rent,7135645036,None,"Dishwasher, Washer & Dryer Connections, Laundry Facility",https://auburn.craigslist.org/apa/d/valley-dishwasher-washer-dryer/7135645036.html,2020-06-12,11:47,$915,None,True,None,2,None
alabama,auburn,apts & housing for rent,7130778816,None,"Rec Room, Internet Access: High Speed, Disposal",https://auburn.craigslist.org/apa/d/auburn-university-rec-room-internet/7130778816.html,2020-06-12,11:44,$489,None,True,None,4,1523ft2
alabama,auburn,apts & housing for rent,7140451880,None,"Stainless-Steel Appliances, 2 Gated Communities, Hardwood Flooring",https://auburn.craigslist.org/apa/d/valley-stainless-steel-appliances-2/7140451880.html,2020-06-12,11:41,$990,None,True,None,2,None
alabama,auburn,apts & housing for rent,7137937303,None,"Business Center, Private Balcony or Patio, Playground",https://auburn.craigslist.org/apa/d/valley-business-center-private-balcony/7137937303.html,2020-06-12,11:13,$845,None,True,None,2,None
alabama,auburn,apts & housing for rent,7126997490,None,"Public Transportation, TV Lounge, Smart Apartment",https://auburn.craigslist.org/apa/d/auburn-university-public-transportation/7126997490.html,2020-06-12,11:03,$504,None,True,None,4,1523ft2
alabama,auburn,apts & housing for rent,7139149186,None,"Gated Electronic Entrance, Clubhouse, 3 Swimming Pools",https://auburn.craigslist.org/apa/d/valley-gated-electronic-entrance/7139149186.html,2020-06-12,10:36,$990,None,True,None,2,None
alabama,auburn,apts & housing for rent,7131111072,None,"High Ceilings, 2 Gated Communities, Close to Dog Park",https://auburn.craigslist.org/apa/d/valley-high-ceilings-2-gated/7131111072.html,2020-06-12,09:46,$900,None,True,None,2,None
alabama,auburn,apts & housing for rent,7135281272,None,"3 Swimming Pools, 2 Gated Communities, Garbage Disposal",https://auburn.craigslist.org/apa/d/valley-3-swimming-pools-2-gated/7135281272.html,2020-06-12,09:11,$915,None,True,None,2,None
alabama,auburn,apts & housing for rent,7140336852,7114313191,"//Large Jr. TWO Bed w/ HWD Floors, In-Unit W/D, GYM - One Month FREE!!",https://auburn.craigslist.org/apa/d/large-jr-two-bed-hwd-floors-in-unit-d/7140336852.html,2020-06-12,08:54,$700,"1990 Stephanie Ct, Auburn, AL .",True,None,2,1100ft2
alabama,auburn,apts & housing for rent,7131111082,None,"Stainless-Steel Appliances, Laundry Facility, Business Center",https://auburn.craigslist.org/apa/d/valley-stainless-steel-appliances/7131111082.html,2020-06-12,08:39,$975,None,True,None,2,None
alabama,auburn,apts & housing for rent,7138758153,None,"Vaulted Ceilings, Onsite Dog Park, Stainless-Steel Appliances",https://auburn.craigslist.org/apa/d/valley-vaulted-ceilings-onsite-dog-park/7138758153.html,2020-06-12,08:05,$920,None,True,None,2,None
alabama,auburn,apts & housing for rent,7138805988,None,"Ceiling Fans, Air Conditioning, Online Rental Payments",https://auburn.craigslist.org/apa/d/valley-ceiling-fans-air-conditioning/7138805988.html,2020-06-12,06:01,$990,None,True,None,2,None
alabama,auburn,apts & housing for rent,7124676741,None,"Washer & Dryer Connections, Online Rental Payments, Close to Dog Park",https://auburn.craigslist.org/apa/d/valley-washer-dryer-connections-online/7124676741.html,2020-06-12,03:55,$1355,None,True,None,3,1423ft2
alabama,auburn,apts & housing for rent,7138857552,None,"Private Balcony or Patio, Playground, Garages Available",https://auburn.craigslist.org/apa/d/valley-private-balcony-or-patio/7138857552.html,2020-06-12,01:45,$834,None,True,None,2,None
alabama,auburn,apts & housing for rent,7140283286,None,"BEAUTIFUL HOME !!! 3 BEDROOM , 2 BATHROOM",https://auburn.craigslist.org/apa/d/auburn-beautiful-home-3-bedroom-2/7140283286.html,2020-06-12,01:14,$700,None,True,None,3,1574ft2
alabama,auburn,apts & housing for rent,7134162097,None,"Stainless-Steel Appliances, Washer & Dryer Included , Walk-In Closets",https://auburn.craigslist.org/apa/d/valley-stainless-steel-appliances/7134162097.html,2020-06-11,23:45,$915,None,True,None,2,None
alabama,auburn,apts & housing for rent,7138873860,None,"Private Balcony or Patio, Gated Electronic Entrance, Playground",https://auburn.craigslist.org/apa/d/valley-private-balcony-or-patio-gated/7138873860.html,2020-06-11,21:36,$1030,None,True,None,3,None
alabama,auburn,apts & housing for rent,7137771521,None,$1600 / 2br - 925ft2 - 2 Bed / 2 Bath Apartment at Auburn University,https://auburn.craigslist.org/apa/d/auburn-br-925ft2-2-bed-2-bath-apartment/7137771521.html,2020-06-11,19:38,$1600,"Auburn, AL",True,None,2,925ft2
alabama,auburn,apts & housing for rent,7135310336,None,"3 Swimming Pools, Vaulted Ceilings, Onsite Dog Park",https://auburn.craigslist.org/apa/d/valley-3-swimming-pools-vaulted/7135310336.html,2020-06-11,19:31,$845,None,True,None,2,None
alabama,auburn,apts & housing for rent,7134730526,None,Live better just come and see the bedroom i'm renting!💯 🆗,https://auburn.craigslist.org/apa/d/auburn-live-better-just-come-and-see/7134730526.html,2020-06-11,18:33,$450,"Auburn, AL",True,None,1,None
alabama,auburn,apts & housing for rent,7138856206,None,"Clubhouse, Online Rental Payments, Washer & Dryer Included",https://auburn.craigslist.org/apa/d/valley-clubhouse-online-rental-payments/7138856206.html,2020-06-11,17:28,$834,None,True,None,2,None
alabama,auburn,apts & housing for rent,7136428983,None,"Dishwasher, 3 Swimming Pools, Gated Electronic Entrance",https://auburn.craigslist.org/apa/d/valley-dishwasher-3-swimming-pools/7136428983.html,2020-06-11,16:40,$1075,None,True,None,3,None
alabama,auburn,apts & housing for rent,7137564574,None,"3 Swimming Pools, Air Conditioning, Private Balcony or Patio",https://auburn.craigslist.org/apa/d/valley-3-swimming-pools-air/7137564574.html,2020-06-11,15:50,$845,None,True,None,2,None
alabama,auburn,apts & housing for rent,7139958185,None,"Clubhouse, Air Conditioning, 2 Gated Communities",https://auburn.craigslist.org/apa/d/valley-clubhouse-air-conditioning-2/7139958185.html,2020-06-11,14:46,$990,None,True,None,2,None
alabama,auburn,apts & housing for rent,7139956753,None,Gated Community,https://auburn.craigslist.org/apa/d/valley-gated-community/7139956753.html,2020-06-11,14:10,$1045,None,True,None,3,None
alabama,auburn,apts & housing for rent,7139943546,None,!!@Beautiful 3bed/2bath one story home!!,https://auburn.craigslist.org/apa/d/auburn-university-beautiful-3bed-2bath/7139943546.html,2020-06-11,14:05,$1321,None,True,None,3,None
alabama,auburn,apts & housing for rent,7126465756,None,"Vaulted Ceilings, Onsite Management, Ceiling Fans",https://auburn.craigslist.org/apa/d/valley-vaulted-ceilings-onsite/7126465756.html,2020-06-11,13:45,$845,None,True,None,2,1107ft2
alabama,auburn,apts & housing for rent,7124553831,None,"2 Gated Communities, Dishwasher, 3 Swimming Pools",https://auburn.craigslist.org/apa/d/valley-2-gated-communities-dishwasher-3/7124553831.html,2020-06-11,12:06,$915,None,True,None,2,1107ft2
alabama,auburn,apts & housing for rent,7139844981,None,"Washer & Dryer Included , Onsite Management, 24-Hour Fitness Center",https://auburn.craigslist.org/apa/d/valley-washer-dryer-included-onsite/7139844981.html,2020-06-11,11:57,$990,None,True,None,2,None
alabama,auburn,apts & housing for rent,7139877030,None,NOW LEASING FOR FALL 2020,https://auburn.craigslist.org/apa/d/auburn-now-leasing-for-fall-2020/7139877030.html,2020-06-11,11:52,$485,Auburn,True,None,3,1260ft2
alabama,auburn,apts & housing for rent,7139817878,None,"Recycling Center, Ceiling Fans, Playground",https://auburn.craigslist.org/apa/d/valley-recycling-center-ceiling-fans/7139817878.html,2020-06-11,11:40,$990,None,True,None,2,None
alabama,auburn,apts & housing for rent,7127374323,None,"550 Pitts St, Rent To Own.",https://auburn.craigslist.org/apa/d/auburn-550-pitts-st-rent-to-own/7127374323.html,2020-06-11,11:35,$550,"Auburn, AL",True,None,2,None
alabama,auburn,apts & housing for rent,7127377003,None,"1315 N College St, Rent To Own.",https://auburn.craigslist.org/apa/d/auburn-1315-college-st-rent-to-own/7127377003.html,2020-06-11,11:34,$700,"Auburn, AL",True,None,3,None
alabama,auburn,apts & housing for rent,7136243051,None,"Garbage Disposal, 3 Swimming Pools, Stainless-Steel Appliances",https://auburn.craigslist.org/apa/d/valley-garbage-disposal-3-swimming/7136243051.html,2020-06-11,11:32,$845,None,True,None,2,None
alabama,auburn,apts & housing for rent,7139798649,None,"♂♂Fantastic one level, 3 bedroom, 3 bath home in Shelton Woods!.",https://auburn.craigslist.org/apa/d/auburn-fantastic-one-level-3-bedroom-3/7139798649.html,2020-06-11,10:58,$755,"Tulane Rd, Auburn, AL 36830",True,None,3,None
alabama,auburn,apts & housing for rent,7139798635,None,"♂♂Fantastic one level, 3 bedroom, 3 bath home in Shelton Woods!.",https://auburn.craigslist.org/apa/d/auburn-fantastic-one-level-3-bedroom-3/7139798635.html,2020-06-11,10:53,$755,"Tulane Rd, Auburn, AL 36830",True,None,3,None
alabama,auburn,apts & housing for rent,7139824945,None,"Gated Electronic Entrance, Granite Countertops, Close to Dog Park",https://auburn.craigslist.org/apa/d/valley-gated-electronic-entrance/7139824945.html,2020-06-11,10:51,$1045,None,True,None,3,None
alabama,auburn,apts & housing for rent,7139839878,None,Auburn Flats has a three bedroom with lake view!,https://auburn.craigslist.org/apa/d/auburn-auburn-flats-has-three-bedroom/7139839878.html,2020-06-11,10:37,$1077,Auburn Alabama,False,None,3,1160ft2
alabama,auburn,apts & housing for rent,7139831797,None,One Bedroom at Auburn Flats available in August!,https://auburn.craigslist.org/apa/d/auburn-one-bedroom-at-auburn-flats/7139831797.html,2020-06-11,10:26,$957,Auburn Alabama,True,None,1,660ft2
alabama,auburn,apts & housing for rent,7139779078,None,"Garages Available, Clubhouse, Online Rental Payments",https://auburn.craigslist.org/apa/d/valley-garages-available-clubhouse/7139779078.html,2020-06-11,10:06,$990,None,True,None,2,None
alabama,auburn,apts & housing for rent,7136238157,None,"Air Conditioning, Refrigerator, Garages Available",https://auburn.craigslist.org/apa/d/valley-air-conditioning-refrigerator/7136238157.html,2020-06-11,09:52,$990,None,True,None,2,None
alabama,auburn,apts & housing for rent,7130629284,6548481568,Great Opelika Location!,https://auburn.craigslist.org/apa/d/opelika-great-opelika-location/7130629284.html,2020-06-11,09:47,$595,Rocky Brook Rd,True,None,2,900ft2
alabama,auburn,apts & housing for rent,7139804516,6927281228,Close to downtown - quiet,https://auburn.craigslist.org/apa/d/auburn-university-close-to-downtown/7139804516.html,2020-06-11,09:45,$750,auburn,True,None,1,800ft2
alabama,auburn,apts & housing for rent,7139751779,None,"24-Hour Fitness Center, Walk-In Closets, Recycling Center",https://auburn.craigslist.org/apa/d/valley-24-hour-fitness-center-walk-in/7139751779.html,2020-06-11,09:34,$990,None,True,None,2,None
alabama,auburn,apts & housing for rent,7139767840,None,"Close to Dog Park, 24-Hour Fitness Center, Air Conditioning",https://auburn.craigslist.org/apa/d/valley-close-to-dog-park-24-hour/7139767840.html,2020-06-11,09:22,$845,None,True,None,2,None
alabama,auburn,apts & housing for rent,7133896791,None,"Stainless-Steel Appliances, Dishwasher, Garages Available",https://auburn.craigslist.org/apa/d/valley-stainless-steel-appliances/7133896791.html,2020-06-11,09:19,$845,None,True,None,2,None
alabama,auburn,apts & housing for rent,7136341793,None,"Private Balcony or Patio, Laundry Facility, Air Conditioning",https://auburn.craigslist.org/apa/d/valley-private-balcony-or-patio-laundry/7136341793.html,2020-06-11,08:48,$1030,None,True,None,3,None
alabama,auburn,apts & housing for rent,7123001079,None,"Recycling Center, Granite Countertops, Laundry Facility",https://auburn.craigslist.org/apa/d/valley-recycling-center-granite/7123001079.html,2020-06-11,07:40,$825,None,True,None,2,1107ft2
alabama,auburn,apts & housing for rent,7135782875,None,"Online Rental Payments, Air Conditioning, Stainless-Steel Appliances",https://auburn.craigslist.org/apa/d/valley-online-rental-payments-air/7135782875.html,2020-06-11,06:05,$785,None,True,None,1,None
alabama,auburn,apts & housing for rent,7134639964,None,"Hardwood Flooring, Recycling Center, Business Center",https://auburn.craigslist.org/apa/d/valley-hardwood-flooring-recycling/7134639964.html,2020-06-11,04:01,$845,None,True,None,2,None
alabama,auburn,apts & housing for rent,7135782175,None,"24-Hour Fitness Center, Business Center, Hardwood Flooring",https://auburn.craigslist.org/apa/d/valley-24-hour-fitness-center-business/7135782175.html,2020-06-11,01:54,$845,None,True,None,2,None
alabama,auburn,apts & housing for rent,7131163449,None,"High Ceilings, Granite Countertops, Business Center",https://auburn.craigslist.org/apa/d/valley-high-ceilings-granite/7131163449.html,2020-06-10,23:39,$835,None,True,None,2,None
alabama,auburn,apts & housing for rent,7128578755,None,"24-Hour Fitness Center, Close to Dog Park, Recycling Center",https://auburn.craigslist.org/apa/d/valley-24-hour-fitness-center-close-to/7128578755.html,2020-06-10,23:08,$830,None,True,None,2,None
alabama,auburn,apts & housing for rent,7139653470,None,3 BR w/private yard in Central Auburn,https://auburn.craigslist.org/apa/d/auburn-3-br-private-yard-in-central/7139653470.html,2020-06-10,22:59,$1100,Auburn,True,None,3,1008ft2
alabama,auburn,apts & housing for rent,7139652542,5483037388,Executive Rental in Moores Mill,https://auburn.craigslist.org/apa/d/auburn-university-executive-rental-in/7139652542.html,2020-06-10,22:56,$2900,877 Moores Mill Drive,True,None,5,3771ft2
alabama,auburn,apts & housing for rent,7139652482,5494271492,1BR Auburn Duplex,https://auburn.craigslist.org/apa/d/1br-auburn-duplex/7139652482.html,2020-06-10,22:55,$525,1142 Lakeview Dr.,True,None,1,580ft2
alabama,auburn,apts & housing for rent,7139652371,7102987585,Nice house in central Auburn location,https://auburn.craigslist.org/apa/d/auburn-nice-house-in-central-auburn/7139652371.html,2020-06-10,22:55,$1350,Village Drive,True,None,3,1287ft2
alabama,auburn,apts & housing for rent,7139652220,7102993544,Duplex 2BR/1BA or 4BR/2BA,https://auburn.craigslist.org/apa/d/auburn-duplex-2br-1ba-or-4br-2ba/7139652220.html,2020-06-10,22:54,$1000,downtown,True,None,2,None
alabama,auburn,apts & housing for rent,7127483711,None,"Walk-In Closets, Playground, Online Rental Payments",https://auburn.craigslist.org/apa/d/valley-walk-in-closets-playground/7127483711.html,2020-06-10,21:25,$820,None,True,None,2,1107ft2
alabama,auburn,apts & housing for rent,7134727209,None,"Business Center, Recycling Center, Hardwood Flooring",https://auburn.craigslist.org/apa/d/valley-business-center-recycling-center/7134727209.html,2020-06-10,19:23,$845,None,True,None,2,None
alabama,auburn,apts & housing for rent,7139533034,None,$530 / 1125ft2 - Don't let this fabulous 2bed / 2 bath get away!,https://auburn.craigslist.org/apa/d/opelika-ft2-dont-let-this-fabulous-2bed/7139533034.html,2020-06-10,18:00,$530,Auburn,True,None,None,None
alabama,auburn,apts & housing for rent,7139501658,None,"Washer & Dryer Included , Recycling Center, 24-Hour Fitness Center",https://auburn.craigslist.org/apa/d/valley-washer-dryer-included-recycling/7139501658.html,2020-06-10,18:00,$920,None,True,None,2,None
alabama,auburn,apts & housing for rent,7138236987,None,"2 Gated Communities, Granite Countertops, 3 Swimming Pools",https://auburn.craigslist.org/apa/d/valley-2-gated-communities-granite/7138236987.html,2020-06-10,17:52,$990,None,True,None,2,None
alabama,auburn,apts & housing for rent,7139454696,None,"Onsite Management, Clubhouse, Walk-In Closets",https://auburn.craigslist.org/apa/d/valley-onsite-management-clubhouse-walk/7139454696.html,2020-06-10,17:17,$795,None,True,None,1,None
alabama,auburn,apts & housing for rent,7136421048,None,"Wood-Style Flooring, Stainless-Steel Appliances, Business Center",https://auburn.craigslist.org/apa/d/valley-wood-style-flooring-stainless/7136421048.html,2020-06-10,17:17,$1030,None,True,None,3,None
alabama,auburn,apts & housing for rent,7139432579,None,Elegant Home with 3 Bedrooms & 2 Bathrooms@Available for Rent@,https://auburn.craigslist.org/apa/d/opelika-elegant-home-with-3-bedrooms-2/7139432579.html,2020-06-10,16:51,$520,None,True,None,3,1200ft2
alabama,auburn,apts & housing for rent,7139432464,None,Elegant Home with 3 Bedrooms & 2 Bathrooms@Available for Rent@,https://auburn.craigslist.org/apa/d/opelika-elegant-home-with-3-bedrooms-2/7139432464.html,2020-06-10,16:42,$520,None,True,None,3,1200ft2
alabama,auburn,apts & housing for rent,7131412846,None,"3 Swimming Pools, Clubhouse, Ceiling Fans",https://auburn.craigslist.org/apa/d/valley-3-swimming-pools-clubhouse/7131412846.html,2020-06-10,16:38,$835,None,True,None,2,None
alabama,auburn,apts & housing for rent,7139432342,None,Elegant Home with 3 Bedrooms & 2 Bathrooms@Available for Rent@,https://auburn.craigslist.org/apa/d/opelika-elegant-home-with-3-bedrooms-2/7139432342.html,2020-06-10,16:36,$520,None,True,None,3,1200ft2
alabama,auburn,apts & housing for rent,7139395843,6949636198,behind paying rent?,https://auburn.craigslist.org/apa/d/auburn-behind-paying-rent/7139395843.html,2020-06-10,15:07,$690,auburn,False,None,2,None
alabama,auburn,apts & housing for rent,7139420492,None,1 Bedroom Apt. w/ Garage,https://auburn.craigslist.org/apa/d/auburn-university-1-bedroom-apt-garage/7139420492.html,2020-06-10,14:54,$875,Longleaf Villas - Auburn,False,None,1,None
alabama,auburn,apts & housing for rent,7134539444,None,"Dishwasher, Washer & Dryer Included , Garages Available",https://auburn.craigslist.org/apa/d/valley-dishwasher-washer-dryer-included/7134539444.html,2020-06-10,14:53,$915,None,True,None,2,None
alabama,auburn,apts & housing for rent,7123513022,None,"Gated Electronic Entrance, 3 Swimming Pools, 24-Hour Fitness Center",https://auburn.craigslist.org/apa/d/valley-gated-electronic-entrance-3/7123513022.html,2020-06-10,13:40,$820,None,True,None,2,1107ft2
alabama,auburn,apts & housing for rent,7139307568,None,NOW LEASING FOR FALL 2020,https://auburn.craigslist.org/apa/d/auburn-now-leasing-for-fall-2020/7139307568.html,2020-06-10,13:40,$485,Auburn,True,None,3,1260ft2
alabama,auburn,apts & housing for rent,7122342590,None,"Fireplace, Smart Apartment, Cable/Satellite",https://auburn.craigslist.org/apa/d/auburn-university-fireplace-smart/7122342590.html,2020-06-10,12:43,$504,None,True,None,4,1523ft2
alabama,auburn,apts & housing for rent,7139307945,None,NOW LEASING FOR FALL 2020,https://auburn.craigslist.org/apa/d/auburn-now-leasing-for-fall-2020/7139307945.html,2020-06-10,12:18,$590,Auburn,True,None,2,988ft2
alabama,auburn,apts & housing for rent,7139129169,None,"Massive, vaulted ceilings in living room. Tray ceiling, walk-in closet",https://auburn.craigslist.org/apa/d/auburn-university-massive-vaulted/7139129169.html,2020-06-10,09:08,$685,"Cloverbrook Cir, Auburn, AL",True,None,3,1850ft2
alabama,auburn,apts & housing for rent,7139129139,None,"Massive, vaulted ceilings in living room. Tray ceiling, walk-in closet",https://auburn.craigslist.org/apa/d/auburn-university-massive-vaulted/7139129139.html,2020-06-10,08:50,$685,"Cloverbrook Cir, Auburn, AL",True,None,3,1850ft2
